ABCD | abcd
BcDC | daAb
BcDC | dabA
BcDC | dbAa
BcDC | dbaA
BcDa | ACbd
BcDa | ACdb
BcDa | AbCd
BcDa | AbdC
BcDa | AdCb
BcDa | AdbC
BcDa | CAbd
BcDa | CAdb
BcDa | CbAd
BcDa | CbdA
BcDa | CdAb
BcDa | CdbA
BcDa | bACd
BcDa | bAdC
BcDa | bCAd
BcDa | bCdA
BcDa | bdAC
BcDa | bdCA
BcDa | dACb
BcDa | dAbC
BcDa | dCAb
BcDa | dCbA
BcDa | dbAC
BcDa | dbCA
BcDb | ACad
BcDb | ACda
BcDb | AaCd
BcDb | AadC
BcDb | AdCa
BcDb | AdaC
BcDb | CAad
BcDb | CAda
BcDb | CaAd
BcDb | CadA
BcDb | CdAa
BcDb | CdaA
BcDb | aACd
BcDb | aAdC
BcDb | aCAd
BcDb | aCdA
BcDb | adAC
BcDb | adCA
BcDb | dACa
BcDb | dAaC
BcDb | dCAa
BcDb | dCaA
BcDb | daAC
BcDb | daCA
BcDd | ACab
BcDd | ACba
BcDd | AaCb
BcDd | AabC
BcDd | AbCa
BcDd | AbaC
BcDd | CAab
BcDd | CAba
BcDd | CaAb
BcDd | CabA
BcDd | CbAa
BcDd | CbaA
BcDd | aACb
BcDd | aAbC
BcDd | aCAb
BcDd | aCbA
BcDd | abAC
BcDd | abCA
BcDd | bACa
BcDd | bAaC
BcDd | bCAa
BcDd | bCaA
BcDd | baAC
BcDd | baCA
BcaA | CDbd
BcaA | CDdb
BcaA | CbDd
BcaA | CbdD
BcaA | CdDb
BcaA | CdbD
BcaA | DCbd
BcaA | DCdb
BcaA | DbCd
BcaA | DbdC
BcaA | DdCb
BcaA | DdbC
BcaA | bCDd
BcaA | bCdD
BcaA | bDCd
BcaA | bDdC
BcaA | bdCD
BcaA | bdDC
BcaA | dCDb
BcaA | dCbD
BcaA | dDCb
BcaA | dDbC
BcaA | dbCD
BcaA | dbDC
BcaC | ADbd
BcaC | ADdb
BcaC | AbDd
BcaC | AbdD
BcaC | AdDb
BcaC | AdbD
BcaC | DAbd
BcaC | DAdb
BcaC | DbAd
BcaC | DbdA
BcaC | DdAb
BcaC | DdbA
BcaC | bADd
BcaC | bAdD
BcaC | bDAd
BcaC | bDdA
BcaC | bdAD
BcaC | bdDA
BcaC | dADb
BcaC | dAbD
BcaC | dDAb
BcaC | dDbA
BcaC | dbAD
BcaC | dbDA
BcaD | ACbd
BcaD | ACdb
BcaD | AbCd
BcaD | AbdC
BcaD | AdCb
BcaD | AdbC
BcaD | CAbd
BcaD | CAdb
BcaD | CbAd
BcaD | CbdA
BcaD | CdAb
BcaD | CdbA
BcaD | bACd
BcaD | bAdC
BcaD | bCAd
BcaD | bCdA
BcaD | bdAC
BcaD | bdCA
BcaD | dACb
BcaD | dAbC
BcaD | dCAb
BcaD | dCbA
BcaD | dbAC
BcaD | dbCA
Bcab | ACDd
Bcab | ACdD
Bcab | ADCd
Bcab | ADdC
Bcab | AdCD
Bcab | AdDC
Bcab | CADd
Bcab | CAdD
Bcab | CDAd
Bcab | CDdA
Bcab | CdAD
Bcab | CdDA
Bcab | DACd
Bcab | DAdC
Bcab | DCAd
Bcab | DCdA
Bcab | DdAC
Bcab | DdCA
Bcab | dACD
Bcab | dADC
Bcab | dCAD
Bcab | dCDA
Bcab | dDAC
Bcab | dDCA
Bcad | ACDb
Bcad | ACbD
Bcad | ADCb
Bcad | ADbC
Bcad | AbCD
Bcad | AbDC
Bcad | CADb
Bcad | CAbD
Bcad | CDAb
Bcad | CDbA
Bcad | CbAD
Bcad | CbDA
Bcad | DACb
Bcad | DAbC
Bcad | DCAb
Bcad | DCbA
Bcad | DbAC
Bcad | DbCA
Bcad | bACD
Bcad | bADC
Bcad | bCAD
Bcad | bCDA
Bcad | bDAC
Bcad | bDCA
BcbA | CDad
BcbA | CDda
BcbA | CaDd
BcbA | CadD
BcbA | CdDa
BcbA | CdaD
BcbA | DCad
BcbA | DCda
BcbA | DaCd
BcbA | DadC
BcbA | DdCa
BcbA | DdaC
BcbA | aCDd
BcbA | aCdD
BcbA | aDCd
BcbA | aDdC
BcbA | adCD
BcbA | adDC
BcbA | dCDa
BcbA | dCaD
BcbA | dDCa
BcbA | dDaC
BcbA | daCD
BcbA | daDC
BcbC | ADad
BcbC | ADda
BcbC | AaDd
BcbC | AadD
BcbC | AdDa
BcbC | AdaD
BcbC | DAad
BcbC | DAda
BcbC | DaAd
BcbC | DadA
BcbC | DdAa
BcbC | DdaA
BcbC | aADd
BcbC | aAdD
BcbC | aDAd
BcbC | aDdA
BcbC | adAD
BcbC | adDA
BcbC | dADa
BcbC | dAaD
BcbC | dDAa
BcbC | dDaA
BcbC | daAD
BcbC | daDA
BcbD | ACad
BcbD | ACda
BcbD | AaCd
BcbD | AadC
BcbD | AdCa
BcbD | AdaC
BcbD | CAad
BcbD | CAda
BcbD | CaAd
BcbD | CadA
BcbD | CdAa
BcbD | CdaA
BcbD | aACd
BcbD | aAdC
BcbD | aCAd
BcbD | aCdA
BcbD | adAC
BcbD | adCA
BcbD | dACa
BcbD | dAaC
BcbD | dCAa
BcbD | dCaA
BcbD | daAC
BcbD | daCA
Bcba | ACDd
Bcba | ACdD
Bcba | ADCd
Bcba | ADdC
Bcba | AdCD
Bcba | AdDC
Bcba | CADd
Bcba | CAdD
Bcba | CDAd
Bcba | CDdA
Bcba | CdAD
Bcba | CdDA
Bcba | DACd
Bcba | DAdC
Bcba | DCAd
Bcba | DCdA
Bcba | DdAC
Bcba | DdCA
Bcba | dACD
Bcba | dADC
Bcba | dCAD
Bcba | dCDA
Bcba | dDAC
Bcba | dDCA
Bcbd | ACDa
Bcbd | ACaD
Bcbd | ADCa
Bcbd | ADaC
Bcbd | AaCD
Bcbd | AaDC
Bcbd | CADa
Bcbd | CAaD
Bcbd | CDAa
Bcbd | CDaA
Bcbd | CaAD
Bcbd | CaDA
Bcbd | DACa
Bcbd | DAaC
Bcbd | DCAa
Bcbd | DCaA
Bcbd | DaAC
Bcbd | DaCA
Bcbd | aACD
Bcbd | aADC
Bcbd | aCAD
Bcbd | aCDA
Bcbd | aDAC
Bcbd | aDCA
BcdA | CDab
BcdA | CDba
BcdA | CaDb
BcdA | CabD
BcdA | CbDa
BcdA | CbaD
BcdA | DCab
BcdA | DCba
BcdA | DaCb
BcdA | DabC
BcdA | DbCa
BcdA | DbaC
BcdA | aCDb
BcdA | aCbD
BcdA | aDCb
BcdA | aDbC
BcdA | abCD
BcdA | abDC
BcdA | bCDa
BcdA | bCaD
BcdA | bDCa
BcdA | bDaC
BcdA | baCD
BcdA | baDC
BcdC | ADab
BcdC | ADba
BcdC | AaDb
BcdC | AabD
BcdC | AbDa
BcdC | AbaD
BcdC | DAab
BcdC | DAba
BcdC | DaAb
BcdC | DabA
BcdC | DbAa
BcdC | DbaA
BcdC | aADb
BcdC | aAbD
BcdC | aDAb
BcdC | aDbA
BcdC | abAD
BcdC | abDA
BcdC | bADa
BcdC | bAaD
BcdC | bDAa
BcdC | bDaA
BcdC | baAD
BcdC | baDA
BcdD | ACab
BcdD | ACba
BcdD | AaCb
BcdD | AabC
BcdD | AbCa
BcdD | AbaC
BcdD | CAab
BcdD | CAba
BcdD | CaAb
BcdD | CabA
BcdD | CbAa
BcdD | CbaA
BcdD | aACb
BcdD | aAbC
BcdD | aCAb
BcdD | aCbA
BcdD | abAC
BcdD | abCA
BcdD | bACa
BcdD | bAaC
BcdD | bCAa
BcdD | bCaA
BcdD | baAC
BcdD | baCA
Bcda | ACDb
Bcda | ACbD
Bcda | ADCb
Bcda | ADbC
Bcda | AbCD
Bcda | AbDC
Bcda | CADb
Bcda | CAbD
Bcda | CDAb
Bcda | CDbA
Bcda | CbAD
Bcda | CbDA
Bcda | DACb
Bcda | DAbC
Bcda | DCAb
Bcda | DCbA
Bcda | DbAC
Bcda | DbCA
Bcda | bACD
Bcda | bADC
Bcda | bCAD
Bcda | bCDA
Bcda | bDAC
Bcda | bDCA
Bcdb | ACDa
Bcdb | ACaD
Bcdb | ADCa
Bcdb | ADaC
Bcdb | AaCD
Bcdb | AaDC
Bcdb | CADa
Bcdb | CAaD
Bcdb | CDAa
Bcdb | CDaA
Bcdb | CaAD
Bcdb | CaDA
Bcdb | DACa
Bcdb | DAaC
Bcdb | DCAa
Bcdb | DCaA
Bcdb | DaAC
Bcdb | DaCA
Bcdb | aACD
Bcdb | aADC
Bcdb | aCAD
Bcdb | aCDA
Bcdb | aDAC
Bcdb | aDCA
BdAC | Dabc
BdAC | Dacb
BdAC | Dbac
BdAC | Dbca
BdAC | Dcab
BdAC | Dcba
BdAC | aDbc
BdAC | aDcb
BdAC | abDc
BdAC | abcD
BdAC | acDb
BdAC | acbD
BdAC | bDac
BdAC | bDca
BdAC | baDc
BdAC | bacD
BdAC | bcDa
BdAC | bcaD
BdAC | cDab
BdAC | cDba
BdAC | caDb
BdAC | cabD
BdAC | cbDa
BdAC | cbaD
BdAD | Cabc
BdAD | Cacb
BdAD | Cbac
BdAD | Cbca
BdAD | Ccab
BdAD | Ccba
BdAD | aCbc
BdAD | aCcb
BdAD | abCc
BdAD | abcC
BdAD | acCb
BdAD | acbC
BdAD | bCac
BdAD | bCca
BdAD | baCc
BdAD | bacC
BdAD | bcCa
BdAD | bcaC
BdAD | cCab
BdAD | cCba
BdAD | caCb
BdAD | cabC
BdAD | cbCa
BdAD | cbaC
BdAa | CDbc
BdAa | CDcb
BdAa | CbDc
BdAa | CbcD
BdAa | CcDb
BdAa | CcbD
BdAa | DCbc
BdAa | DCcb
BdAa | DbCc
BdAa | DbcC
BdAa | DcCb
BdAa | DcbC
BdAa | bCDc
BdAa | bCcD
BdAa | bDCc
BdAa | bDcC
BdAa | bcCD
BdAa | bcDC
BdAa | cCDb
BdAa | cCbD
BdAa | cDCb
BdAa | cDbC
BdAa | cbCD
BdAa | cbDC
BdAb | CDac
BdAb | CDca
BdAb | CaDc
BdAb | CacD
BdAb | CcDa
BdAb | CcaD
BdAb | DCac
BdAb | DCca
BdAb | DaCc
BdAb | DacC
BdAb | DcCa
BdAb | DcaC
BdAb | aCDc
BdAb | aCcD
BdAb | aDCc
BdAb | aDcC
BdAb | acCD
BdAb | acDC
BdAb | cCDa
BdAb | cCaD
BdAb | cDCa
BdAb | cDaC
BdAb | caCD
BdAb | caDC
BdAc | CDab
BdAc | CDba
BdAc | CaDb
BdAc | CabD
BdAc | CbDa
BdAc | CbaD
BdAc | DCab
BdAc | DCba
BdAc | DaCb
BdAc | DabC
BdAc | DbCa
BdAc | DbaC
BdAc | aCDb
BdAc | aCbD
BdAc | aDCb
BdAc | aDbC
BdAc | abCD
BdAc | abDC
BdAc | bCDa
BdAc | bCaD
BdAc | bDCa
BdAc | bDaC
BdAc | baCD
BdAc | baDC
BdCA | Dabc
BdCA | Dacb
BdCA | Dbac
BdCA | Dbca
BdCA | Dcab
BdCA | Dcba
BdCA | aDbc
BdCA | aDcb
BdCA | abDc
BdCA | abcD
BdCA | acDb
BdCA | acbD
BdCA | bDac
BdCA | bDca
BdCA | baDc
BdCA | bacD
BdCA | bcDa
BdCA | bcaD
BdCA | cDab
BdCA | cDba
BdCA | caDb
BdCA | cabD
BdCA | cbDa
BdCA | cbaD
BdCD | Aabc
BdCD | Aacb
BdCD | Abac
BdCD | Abca
BdCD | Acab
BdCD | Acba
BdCD | aAbc
BdCD | aAcb
BdCD | abAc
BdCD | abcA
BdCD | acAb
BdCD | acbA
BdCD | bAac
BdCD | bAca
BdCD | baAc
BdCD | bacA
BdCD | bcAa
BdCD | bcaA
BdCD | cAab
BdCD | cAba
BdCD | caAb
BdCD | cabA
BdCD | cbAa
BdCD | cbaA
BdCa | ADbc
BdCa | ADcb
BdCa | AbDc
BdCa | AbcD
BdCa | AcDb
BdCa | AcbD
BdCa | DAbc
BdCa | DAcb
BdCa | DbAc
BdCa | DbcA
BdCa | DcAb
BdCa | DcbA
BdCa | bADc
BdCa | bAcD
BdCa | bDAc
BdCa | bDcA
BdCa | bcAD
BdCa | bcDA
BdCa | cADb
BdCa | cAbD
BdCa | cDAb
BdCa | cDbA
BdCa | cbAD
BdCa | cbDA
BdCb | ADac
BdCb | ADca
BdCb | AaDc
BdCb | AacD
BdCb | AcDa
BdCb | AcaD
BdCb | DAac
BdCb | DAca
BdCb | DaAc
BdCb | DacA
BdCb | DcAa
BdCb | DcaA
BdCb | aADc
BdCb | aAcD
BdCb | aDAc
BdCb | aDcA
BdCb | acAD
BdCb | acDA
BdCb | cADa
BdCb | cAaD
BdCb | cDAa
BdCb | cDaA
BdCb | caAD
BdCb | caDA
BdCc | ADab
BdCc | ADba
BdCc | AaDb
BdCc | AabD
BdCc | AbDa
BdCc | AbaD
BdCc | DAab
BdCc | DAba
BdCc | DaAb
BdCc | DabA
BdCc | DbAa
BdCc | DbaA
BdCc | aADb
BdCc | aAbD
BdCc | aDAb
BdCc | aDbA
BdCc | abAD
BdCc | abDA
BdCc | bADa
BdCc | bAaD
BdCc | bDAa
BdCc | bDaA
BdCc | baAD
BdCc | baDA
BdDA | Cabc
BdDA | Cacb
BdDA | Cbac
BdDA | Cbca
BdDA | Ccab
BdDA | Ccba
BdDA | aCbc
BdDA | aCcb
BdDA | abCc
BdDA | abcC
BdDA | acCb
BdDA | acbC
BdDA | bCac
BdDA | bCca
BdDA | baCc
BdDA | bacC
BdDA | bcCa
BdDA | bcaC
BdDA | cCab
BdDA | cCba
BdDA | caCb
BdDA | cabC
BdDA | cbCa
BdDA | cbaC
BdDC | Aabc
BdDC | Aacb
BdDC | Abac
BdDC | Abca
BdDC | Acab
BdDC | Acba
BdDC | aAbc
BdDC | aAcb
BdDC | abAc
BdDC | abcA
BdDC | acAb
BdDC | acbA
BdDC | bAac
BdDC | bAca
BdDC | baAc
BdDC | bacA
BdDC | bcAa
BdDC | bcaA
BdDC | cAab
BdDC | cAba
BdDC | caAb
BdDC | cabA
BdDC | cbAa
BdDC | cbaA
BdDa | ACbc
BdDa | ACcb
BdDa | AbCc
BdDa | AbcC
BdDa | AcCb
BdDa | AcbC
BdDa | CAbc
BdDa | CAcb
BdDa | CbAc
BdDa | CbcA
BdDa | CcAb
BdDa | CcbA
BdDa | bACc
BdDa | bAcC
BdDa | bCAc
BdDa | bCcA
BdDa | bcAC
BdDa | bcCA
BdDa | cACb
BdDa | cAbC
BdDa | cCAb
BdDa | cCbA
BdDa | cbAC
BdDa | cbCA
BdDb | ACac
BdDb | ACca
BdDb | AaCc
BdDb | AacC
BdDb | AcCa
BdDb | AcaC
BdDb | CAac
BdDb | CAca
BdDb | CaAc
BdDb | CacA
BdDb | CcAa
BdDb | CcaA
BdDb | aACc
BdDb | aAcC
BdDb | aCAc
BdDb | aCcA
BdDb | acAC
BdDb | acCA
BdDb | cACa
BdDb | cAaC
BdDb | cCAa
BdDb | cCaA
BdDb | caAC
BdDb | caCA
BdDc | ACab
BdDc | ACba
BdDc | AaCb
BdDc | AabC
BdDc | AbCa
BdDc | AbaC
BdDc | CAab
BdDc | CAba
BdDc | CaAb
BdDc | CabA
BdDc | CbAa
BdDc | CbaA
BdDc | aACb
BdDc | aAbC
BdDc | aCAb
BdDc | aCbA
BdDc | abAC
BdDc | abCA
BdDc | bACa
BdDc | bAaC
BdDc | bCAa
BdDc | bCaA
BdDc | baAC
BdDc | baCA
BdaA | CDbc
BdaA | CDcb
BdaA | CbDc
BdaA | CbcD
BdaA | CcDb
BdaA | CcbD
BdaA | DCbc
BdaA | DCcb
BdaA | DbCc
BdaA | DbcC
BdaA | DcCb
BdaA | DcbC
BdaA | bCDc
BdaA | bCcD
BdaA | bDCc
BdaA | bDcC
BdaA | bcCD
BdaA | bcDC
BdaA | cCDb
BdaA | cCbD
BdaA | cDCb
BdaA | cDbC
BdaA | cbCD
BdaA | cbDC
BdaC | ADbc
BdaC | ADcb
BdaC | AbDc
BdaC | AbcD
BdaC | AcDb
BdaC | AcbD
BdaC | DAbc
BdaC | DAcb
BdaC | DbAc
BdaC | DbcA
BdaC | DcAb
BdaC | DcbA
BdaC | bADc
BdaC | bAcD
BdaC | bDAc
BdaC | bDcA
BdaC | bcAD
BdaC | bcDA
BdaC | cADb
BdaC | cAbD
BdaC | cDAb
BdaC | cDbA
BdaC | cbAD
BdaC | cbDA
BdaD | ACbc
BdaD | ACcb
BdaD | AbCc
BdaD | AbcC
BdaD | AcCb
BdaD | AcbC
BdaD | CAbc
BdaD | CAcb
BdaD | CbAc
BdaD | CbcA
BdaD | CcAb
BdaD | CcbA
BdaD | bACc
BdaD | bAcC
BdaD | bCAc
BdaD | bCcA
BdaD | bcAC
BdaD | bcCA
BdaD | cACb
BdaD | cAbC
BdaD | cCAb
BdaD | cCbA
BdaD | cbAC
BdaD | cbCA
Bdab | ACDc
Bdab | ACcD
Bdab | ADCc
Bdab | ADcC
Bdab | AcCD
Bdab | AcDC
Bdab | CADc
Bdab | CAcD
Bdab | CDAc
Bdab | CDcA
Bdab | CcAD
Bdab | CcDA
Bdab | DACc
Bdab | DAcC
Bdab | DCAc
Bdab | DCcA
Bdab | DcAC
Bdab | DcCA
Bdab | cACD
Bdab | cADC
Bdab | cCAD
Bdab | cCDA
Bdab | cDAC
Bdab | cDCA
Bdac | ACDb
Bdac | ACbD
Bdac | ADCb
Bdac | ADbC
Bdac | AbCD
Bdac | AbDC
Bdac | CADb
Bdac | CAbD
Bdac | CDAb
Bdac | CDbA
Bdac | CbAD
Bdac | CbDA
Bdac | DACb
Bdac | DAbC
Bdac | DCAb
Bdac | DCbA
Bdac | DbAC
Bdac | DbCA
Bdac | bACD
Bdac | bADC
Bdac | bCAD
Bdac | bCDA
Bdac | bDAC
Bdac | bDCA
BdbA | CDac
BdbA | CDca
BdbA | CaDc
BdbA | CacD
BdbA | CcDa
BdbA | CcaD
BdbA | DCac
BdbA | DCca
BdbA | DaCc
BdbA | DacC
BdbA | DcCa
BdbA | DcaC
BdbA | aCDc
BdbA | aCcD
BdbA | aDCc
BdbA | aDcC
BdbA | acCD
BdbA | acDC
BdbA | cCDa
BdbA | cCaD
BdbA | cDCa
BdbA | cDaC
BdbA | caCD
BdbA | caDC
BdbC | ADac
BdbC | ADca
BdbC | AaDc
BdbC | AacD
BdbC | AcDa
BdbC | AcaD
BdbC | DAac
BdbC | DAca
BdbC | DaAc
BdbC | DacA
BdbC | DcAa
BdbC | DcaA
BdbC | aADc
BdbC | aAcD
BdbC | aDAc
BdbC | aDcA
BdbC | acAD
BdbC | acDA
BdbC | cADa
BdbC | cAaD
BdbC | cDAa
BdbC | cDaA
BdbC | caAD
BdbC | caDA
BdbD | ACac
BdbD | ACca
BdbD | AaCc
BdbD | AacC
BdbD | AcCa
BdbD | AcaC
BdbD | CAac
BdbD | CAca
BdbD | CaAc
BdbD | CacA
BdbD | CcAa
BdbD | CcaA
BdbD | aACc
BdbD | aAcC
BdbD | aCAc
BdbD | aCcA
BdbD | acAC
BdbD | acCA
BdbD | cACa
BdbD | cAaC
BdbD | cCAa
BdbD | cCaA
BdbD | caAC
BdbD | caCA
Bdba | ACDc
Bdba | ACcD
Bdba | ADCc
Bdba | ADcC
Bdba | AcCD
Bdba | AcDC
Bdba | CADc
Bdba | CAcD
Bdba | CDAc
Bdba | CDcA
Bdba | CcAD
Bdba | CcDA
Bdba | DACc
Bdba | DAcC
Bdba | DCAc
Bdba | DCcA
Bdba | DcAC
Bdba | DcCA
Bdba | cACD
Bdba | cADC
Bdba | cCAD
Bdba | cCDA
Bdba | cDAC
Bdba | cDCA
Bdbc | ACDa
Bdbc | ACaD
Bdbc | ADCa
Bdbc | ADaC
Bdbc | AaCD
Bdbc | AaDC
Bdbc | CADa
Bdbc | CAaD
Bdbc | CDAa
Bdbc | CDaA
Bdbc | CaAD
Bdbc | CaDA
Bdbc | DACa
Bdbc | DAaC
Bdbc | DCAa
Bdbc | DCaA
Bdbc | DaAC
Bdbc | DaCA
Bdbc | aACD
Bdbc | aADC
Bdbc | aCAD
Bdbc | aCDA
Bdbc | aDAC
Bdbc | aDCA
BdcA | CDab
BdcA | CDba
BdcA | CaDb
BdcA | CabD
BdcA | CbDa
BdcA | CbaD
BdcA | DCab
BdcA | DCba
BdcA | DaCb
BdcA | DabC
BdcA | DbCa
BdcA | DbaC
BdcA | aCDb
BdcA | aCbD
BdcA | aDCb
BdcA | aDbC
BdcA | abCD
BdcA | abDC
BdcA | bCDa
BdcA | bCaD
BdcA | bDCa
BdcA | bDaC
BdcA | baCD
BdcA | baDC
BdcC | ADab
BdcC | ADba
BdcC | AaDb
BdcC | AabD
BdcC | AbDa
BdcC | AbaD
BdcC | DAab
BdcC | DAba
BdcC | DaAb
BdcC | DabA
BdcC | DbAa
BdcC | DbaA
BdcC | aADb
BdcC | aAbD
BdcC | aDAb
BdcC | aDbA
BdcC | abAD
BdcC | abDA
BdcC | bADa
BdcC | bAaD
BdcC | bDAa
BdcC | bDaA
BdcC | baAD
BdcC | baDA
BdcD | ACab
BdcD | ACba
BdcD | AaCb
BdcD | AabC
BdcD | AbCa
BdcD | AbaC
BdcD | CAab
BdcD | CAba
BdcD | CaAb
BdcD | CabA
BdcD | CbAa
BdcD | CbaA
BdcD | aACb
BdcD | aAbC
BdcD | aCAb
BdcD | aCbA
BdcD | abAC
BdcD | abCA
BdcD | bACa
BdcD | bAaC
BdcD | bCAa
BdcD | bCaA
BdcD | baAC
BdcD | baCA
Bdca | ACDb
Bdca | ACbD
Bdca | ADCb
Bdca | ADbC
Bdca | AbCD
Bdca | AbDC
Bdca | CADb
Bdca | CAbD
Bdca | CDAb
Bdca | CDbA
Bdca | CbAD
Bdca | CbDA
Bdca | DACb
Bdca | DAbC
Bdca | DCAb
Bdca | DCbA
Bdca | DbAC
Bdca | DbCA
Bdca | bACD
Bdca | bADC
Bdca | bCAD
Bdca | bCDA
Bdca | bDAC
Bdca | bDCA
Bdcb | ACDa
Bdcb | ACaD
Bdcb | ADCa
Bdcb | ADaC
Bdcb | AaCD
Bdcb | AaDC
Bdcb | CADa
Bdcb | CAaD
Bdcb | CDAa
Bdcb | CDaA
Bdcb | CaAD
Bdcb | CaDA
Bdcb | DACa
Bdcb | DAaC
Bdcb | DCAa
Bdcb | DCaA
Bdcb | DaAC
Bdcb | DaCA
Bdcb | aACD
Bdcb | aADC
Bdcb | aCAD
Bdcb | aCDA
Bdcb | aDAC
Bdcb | aDCA
CABD | abcd
CABD | abdc
CABD | acbd
CABD | acdb
CABD | adbc
CABD | adcb
CABD | bacd
CABD | badc
CABD | bcad
CABD | bcda
CABD | bdac
CABD | bdca
CABD | cabd
CABD | cadb
CABD | cbad
CABD | cbda
CABD | cdab
CABD | cdba
CABD | dabc
CABD | dacb
CABD | dbac
CABD | dbca
CABD | dcab
CABD | dcba
CABa | Dbcd
CABa | Dbdc
CABa | Dcbd
CABa | Dcdb
CABa | Ddbc
CABa | Ddcb
CABa | bDcd
CABa | bDdc
CABa | bcDd
CABa | bcdD
CABa | bdDc
CABa | bdcD
CABa | cDbd
CABa | cDdb
CABa | cbDd
CABa | cbdD
CABa | cdDb
CABa | cdbD
CABa | dDbc
CABa | dDcb
CABa | dbDc
CABa | dbcD
CABa | dcDb
CABa | dcbD
CABb | Dacd
CABb | Dadc
CABb | Dcad
CABb | Dcda
CABb | Ddac
CABb | Ddca
CABb | aDcd
CABb | aDdc
CABb | acDd
CABb | acdD
CABb | adDc
CABb | adcD
CABb | cDad
CABb | cDda
CABb | caDd
CABb | cadD
CABb | cdDa
CABb | cdaD
CABb | dDac
CABb | dDca
CABb | daDc
CABb | dacD
CABb | dcDa
CABb | dcaD
CABc | Dabd
CABc | Dadb
CABc | Dbad
CABc | Dbda
CABc | Ddab
CABc | Ddba
CABc | aDbd
CABc | aDdb
CABc | abDd
CABc | abdD
CABc | adDb
CABc | adbD
CABc | bDad
CABc | bDda
CABc | baDd
CABc | badD
CABc | bdDa
CABc | bdaD
CABc | dDab
CABc | dDba
CABc | daDb
CABc | dabD
CABc | dbDa
CABc | dbaD
CABd | Dabc
CABd | Dacb
CABd | Dbac
CABd | Dbca
CABd | Dcab
CABd | Dcba
CABd | aDbc
CABd | aDcb
CABd | abDc
CABd | abcD
CABd | acDb
CABd | acbD
CABd | bDac
CABd | bDca
CABd | baDc
CABd | bacD
CABd | bcDa
CABd | bcaD
CABd | cDab
CABd | cDba
CABd | caDb
CABd | cabD
CABd | cbDa
CABd | cbaD
CADB | abcd
CADB | abdc
CADB | acbd
CADB | acdb
CADB | adbc
CADB | adcb
CADB | bacd
CADB | badc
CADB | bcad
CADB | bcda
CADB | bdac
CADB | bdca
CADB | cabd
CADB | cadb
CADB | cbad
CADB | cbda
CADB | cdab
CADB | cdba
CADB | dabc
CADB | dacb
CADB | dbac
CADB | dbca
CADB | dcab
CADB | dcba
CADa | Bbcd
CADa | Bbdc
CADa | Bcbd
CADa | Bcdb
CADa | Bdbc
CADa | Bdcb
CADa | bBcd
CADa | bBdc
CADa | bcBd
CADa | bcdB
CADa | bdBc
CADa | bdcB
CADa | cBbd
CADa | cBdb
CADa | cbBd
CADa | cbdB
CADa | cdBb
CADa | cdbB
CADa | dBbc
CADa | dBcb
CADa | dbBc
CADa | dbcB
CADa | dcBb
CADa | dcbB
CADb | Bacd
CADb | Badc
CADb | Bcad
CADb | Bcda
CADb | Bdac
CADb | Bdca
CADb | aBcd
CADb | aBdc
CADb | acBd
CADb | acdB
CADb | adBc
CADb | adcB
CADb | cBad
CADb | cBda
CADb | caBd
CADb | cadB
CADb | cdBa
CADb | cdaB
CADb | dBac
CADb | dBca
CADb | daBc
CADb | dacB
CADb | dcBa
CADb | dcaB
CADc | Babd
CADc | Badb
CADc | Bbad
CADc | Bbda
CADc | Bdab
CADc | Bdba
CADc | aBbd
CADc | aBdb
CADc | abBd
CADc | abdB
CADc | adBb
CADc | adbB
CADc | bBad
CADc | bBda
CADc | baBd
CADc | badB
CADc | bdBa
CADc | bdaB
CADc | dBab
CADc | dBba
CADc | daBb
CADc | dabB
CADc | dbBa
CADc | dbaB
CADd | Babc
CADd | Bacb
CADd | Bbac
CADd | Bbca
CADd | Bcab
CADd | Bcba
CADd | aBbc
CADd | aBcb
CADd | abBc
CADd | abcB
CADd | acBb
CADd | acbB
CADd | bBac
CADd | bBca
CADd | baBc
CADd | bacB
CADd | bcBa
CADd | bcaB
CADd | cBab
CADd | cBba
CADd | caBb
CADd | cabB
CADd | cbBa
CADd | cbaB
CAaB | Dbcd
CAaB | Dbdc
CAaB | Dcbd
CAaB | Dcdb
CAaB | Ddbc
CAaB | Ddcb
CAaB | bDcd
CAaB | bDdc
CAaB | bcDd
CAaB | bcdD
CAaB | bdDc
CAaB | bdcD
CAaB | cDbd
CAaB | cDdb
CAaB | cbDd
CAaB | cbdD
CAaB | cdDb
CAaB | cdbD
CAaB | dDbc
CAaB | dDcb
CAaB | dbDc
CAaB | dbcD
CAaB | dcDb
CAaB | dcbD
CAaD | Bbcd
CAaD | Bbdc
CAaD | Bcbd
CAaD | Bcdb
CAaD | Bdbc
CAaD | Bdcb
CAaD | bBcd
CAaD | bBdc
CAaD | bcBd
CAaD | bcdB
CAaD | bdBc
CAaD | bdcB
CAaD | cBbd
CAaD | cBdb
CAaD | cbBd
CAaD | cbdB
CAaD | cdBb
CAaD | cdbB
CAaD | dBbc
CAaD | dBcb
CAaD | dbBc
CAaD | dbcB
CAaD | dcBb
CAaD | dcbB
CAab | BDcd
CAab | BDdc
CAab | BcDd
CAab | BcdD
CAab | BdDc
CAab | BdcD
CAab | DBcd
CAab | DBdc
CAab | DcBd
CAab | DcdB
CAab | DdBc
CAab | DdcB
CAab | cBDd
CAab | cBdD
CAab | cDBd
CAab | cDdB
CAab | cdBD
CAab | cdDB
CAab | dBDc
